agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,34,1,18.5,7.5,11.0,11.0,6.5,0.0,6.5
7,98,1,23.0,9.0,14.0,14.0,4.5,0.0,4.5
8,97,1,27.5,17.5,10.0,10.0,9.5,0.0,9.5
9,36,2,33.0,19.0,14.0,14.0,7.5,0.0,7.5
11,38,97,34.5,28.5,6.0,6.0,10.0,0.0,10.0
10,35,1,38.0,24.5,13.5,12.0,9.5,1.5,11.0
12,37,34,40.0,34.0,6.0,6.0,12.0,0.0,12.0
15,35,1,50.5,38.5,12.0,12.0,6.0,0.0,6.0
17,38,97,51.0,45.0,6.0,6.0,5.5,0.0,5.5
13,98,1,53.5,37.5,16.0,14.0,12.0,2.0,14.0
14,36,2,57.0,43.0,14.0,14.0,14.0,0.0,14.0
16,97,2,65.0,54.0,11.0,11.0,18.0,0.0,18.0
19,35,2,68.0,55.0,13.0,13.0,8.5,0.0,8.5
21,37,98,76.0,67.0,9.0,9.0,13.5,0.0,13.5
18,34,2,77.5,63.5,14.0,12.0,20.5,2.0,22.5
20,36,2,81.5,64.5,17.0,14.0,14.5,3.0,17.5
23,38,97,83.0,77.0,6.0,6.0,16.5,0.0,16.5
22,97,1,88.0,78.0,10.0,10.0,21.0,0.0,21.0
24,35,2,93.0,80.0,13.0,13.0,16.0,0.0,16.0
25,37,35,94.5,87.5,7.0,7.0,20.0,0.0,20.0
26,38,34,96.0,91.0,5.0,5.0,13.0,0.0,13.0
28,38,36,105.0,98.0,7.0,7.0,6.0,0.0,6.0
29,37,97,108.5,103.5,5.0,5.0,8.0,0.0,8.0
30,38,36,110.0,101.5,8.5,7.0,2.5,1.5,4.0
27,98,2,112.5,93.0,19.5,15.0,4.5,4.5,9.0
