agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,36,1,18.5,5.5,13.0,13.0,4.5,0.0,4.5
8,37,35,22.5,15.5,7.0,7.0,6.5,0.0,6.5
7,98,1,25.5,9.5,16.0,14.0,4.5,2.0,6.5
10,38,97,30.5,24.5,6.0,6.0,7.5,0.0,7.5
9,34,1,33.5,22.5,11.0,11.0,9.5,0.0,9.5
12,38,36,36.0,29.0,7.0,7.0,4.0,0.0,4.0
11,37,36,41.0,29.5,11.5,8.0,8.5,3.5,12.0
14,37,98,44.5,35.5,9.0,9.0,2.5,0.0,2.5
15,38,34,48.0,43.0,5.0,5.0,6.0,0.0,6.0
13,35,2,50.5,37.5,13.0,13.0,8.5,0.0,8.5
17,38,34,57.0,52.0,5.0,5.0,7.0,0.0,7.0
16,97,2,62.5,51.5,11.0,11.0,10.5,0.0,10.5
18,35,2,65.5,51.0,14.5,13.0,2.0,1.5,3.5
20,38,98,72.5,64.5,8.0,8.0,7.5,0.0,7.5
19,36,1,75.5,60.5,15.0,13.0,7.5,2.0,9.5
21,36,2,79.5,65.5,14.0,14.0,4.5,0.0,4.5
22,35,1,85.5,73.5,12.0,12.0,8.5,0.0,8.5
24,38,35,86.5,80.5,6.0,6.0,7.5,0.0,7.5
25,37,97,92.0,87.0,5.0,5.0,10.0,0.0,10.0
23,36,2,92.5,76.5,16.0,14.0,7.5,2.0,9.5
26,98,1,102.5,88.5,14.0,14.0,7.5,0.0,7.5
