agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,35,2,19.5,6.5,13.0,13.0,5.5,0.0,5.5
8,38,98,22.5,14.5,8.0,8.0,5.5,0.0,5.5
7,34,1,23.5,12.5,11.0,11.0,7.5,0.0,7.5
9,35,2,34.5,21.5,13.0,13.0,8.5,0.0,8.5
10,34,1,38.5,27.5,11.0,11.0,10.5,0.0,10.5
12,98,1,41.5,27.5,14.0,14.0,2.5,0.0,2.5
11,36,1,44.5,29.5,15.0,13.0,8.5,2.0,10.5
13,98,1,50.0,36.0,14.0,14.0,7.0,0.0,7.0
14,37,34,50.5,44.5,6.0,6.0,11.5,0.0,11.5
17,38,97,60.5,54.5,6.0,6.0,9.5,0.0,9.5
15,36,2,65.0,49.5,15.5,14.0,12.5,1.5,14.0
18,37,97,66.0,61.0,5.0,5.0,12.0,0.0,12.0
16,35,2,68.0,53.5,14.5,13.0,12.5,1.5,14.0
19,98,1,72.5,58.5,14.0,14.0,5.5,0.0,5.5
20,34,2,76.0,63.5,12.5,12.0,6.5,0.5,7.0
22,37,35,78.0,71.0,7.0,7.0,6.0,0.0,6.0
23,38,36,84.0,77.0,7.0,7.0,8.0,0.0,8.0
21,36,2,89.0,75.0,14.0,14.0,14.0,0.0,14.0
25,37,97,91.0,86.0,5.0,5.0,9.0,0.0,9.0
26,38,36,93.0,86.0,7.0,7.0,5.0,0.0,5.0
24,34,1,96.5,85.5,11.0,11.0,12.5,0.0,12.5
