agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,36,15.5,7.5,8.0,8.0,6.5,0.0,6.5
7,97,1,22.5,12.5,10.0,10.0,7.5,0.0,7.5
8,37,34,22.5,16.5,6.0,6.0,7.5,0.0,7.5
9,98,1,32.0,17.5,14.5,14.0,4.5,0.5,5.0
10,35,2,32.5,19.5,13.0,13.0,2.5,0.0,2.5
11,38,36,35.5,28.5,7.0,7.0,7.5,0.0,7.5
12,34,2,39.5,27.5,12.0,12.0,2.5,0.0,2.5
13,35,1,46.5,34.5,12.0,12.0,5.5,0.0,5.5
15,98,2,54.5,39.5,15.0,15.0,2.5,0.0,2.5
14,34,1,55.5,44.5,11.0,11.0,11.5,0.0,11.5
16,97,1,59.5,49.5,10.0,10.0,8.5,0.0,8.5
17,37,35,60.0,53.0,7.0,7.0,8.0,0.0,8.0
18,38,98,64.5,56.5,8.0,8.0,7.5,0.0,7.5
21,38,35,72.0,66.0,6.0,6.0,5.0,0.0,5.0
20,37,35,76.5,66.5,10.0,7.0,9.5,3.0,12.5
19,97,2,78.5,67.5,11.0,11.0,14.5,0.0,14.5
22,36,1,80.5,67.5,13.0,13.0,2.5,0.0,2.5
23,36,1,87.5,74.5,13.0,13.0,5.5,0.0,5.5
25,38,34,87.5,82.5,5.0,5.0,5.5,0.0,5.5
24,98,2,91.0,76.0,15.0,15.0,3.0,0.0,3.0
27,38,98,98.5,90.5,8.0,8.0,5.5,0.0,5.5
