agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,36,13.5,6.5,7.0,7.0,5.5,0.0,5.5
7,37,35,19.0,12.0,7.0,7.0,7.5,0.0,7.5
8,38,97,20.5,14.5,6.0,6.0,6.5,0.0,6.5
9,34,2,30.0,18.0,12.0,12.0,6.5,0.0,6.5
12,38,34,30.0,25.0,5.0,5.0,3.0,0.0,3.0
10,98,1,31.5,17.5,14.0,14.0,2.5,0.0,2.5
11,37,34,33.0,27.0,6.0,6.0,8.5,0.0,8.5
13,38,35,34.5,28.5,6.0,6.0,3.0,0.0,3.0
14,37,36,44.0,36.0,8.0,8.0,7.0,0.0,7.0
15,38,97,45.5,39.5,6.0,6.0,7.0,0.0,7.0
16,98,2,54.5,39.5,15.0,15.0,3.5,0.0,3.5
18,38,97,54.5,48.5,6.0,6.0,5.5,0.0,5.5
17,35,2,58.0,45.0,13.0,13.0,5.5,0.0,5.5
19,98,1,64.0,50.0,14.0,14.0,3.5,0.0,3.5
20,36,2,66.5,52.5,14.0,14.0,2.5,0.0,2.5
21,37,98,68.5,59.5,9.0,9.0,6.0,0.0,6.0
22,34,2,78.5,66.5,12.0,12.0,9.5,0.0,9.5
23,35,1,81.0,69.0,12.0,12.0,8.5,0.0,8.5
26,37,98,86.5,77.5,9.0,9.0,6.5,0.0,6.5
25,97,1,89.5,79.5,10.0,10.0,12.0,0.0,12.0
24,36,1,92.0,75.0,17.0,13.0,11.0,4.0,15.0
28,38,35,97.0,91.0,6.0,6.0,13.0,0.0,13.0
27,35,2,102.5,89.5,13.0,13.0,15.0,0.0,15.0
29,36,2,105.5,89.5,16.0,14.0,8.0,2.0,10.0
32,37,36,112.0,104.0,8.0,8.0,12.0,0.0,12.0
30,34,2,114.5,102.5,12.0,12.0,17.5,0.0,17.5
