agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
7,37,34,17.0,11.0,6.0,6.0,6.5,0.0,6.5
6,34,1,20.5,7.5,13.0,11.0,6.5,2.0,8.5
8,38,35,20.5,14.5,6.0,6.0,6.5,0.0,6.5
10,38,34,27.5,22.5,5.0,5.0,7.5,0.0,7.5
9,37,98,29.5,20.5,9.0,9.0,9.0,0.0,9.0
12,37,97,36.5,31.5,5.0,5.0,6.0,0.0,6.0
11,36,1,37.5,24.5,13.0,13.0,2.5,0.0,2.5
13,34,1,41.5,30.5,11.0,11.0,1.5,0.0,1.5
14,38,34,42.5,37.5,5.0,5.0,5.0,0.0,5.0
16,37,98,52.5,43.5,9.0,9.0,4.0,0.0,4.0
15,35,2,56.5,43.5,13.0,13.0,7.5,0.0,7.5
18,37,34,60.0,54.0,6.0,6.0,7.5,0.0,7.5
17,36,2,61.0,47.0,14.0,14.0,4.0,0.0,4.0
20,35,1,68.5,56.5,12.0,12.0,3.0,0.0,3.0
19,97,2,72.5,61.5,11.0,11.0,11.5,0.0,11.5
21,38,98,73.5,65.5,8.0,8.0,8.5,0.0,8.5
22,35,2,76.0,63.0,13.0,13.0,2.5,0.0,2.5
24,37,97,84.5,79.5,5.0,5.0,12.0,0.0,12.0
23,36,2,85.0,71.0,14.0,14.0,7.0,0.0,7.0
26,38,98,89.5,81.5,8.0,8.0,7.0,0.0,7.0
28,37,97,94.5,89.5,5.0,5.0,8.0,0.0,8.0
25,35,2,96.5,83.5,13.0,13.0,12.5,0.0,12.5
27,34,1,99.0,88.0,11.0,11.0,10.0,0.0,10.0
30,35,2,106.5,93.5,13.0,13.0,5.0,0.0,5.0
29,36,2,109.0,95.0,14.0,14.0,10.0,0.0,10.0
31,98,2,115.5,100.5,15.0,15.0,8.5,0.0,8.5
