agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,97,12.5,7.5,5.0,5.0,6.5,0.0,6.5
7,38,97,18.0,12.0,6.0,6.0,6.5,0.0,6.5
9,38,34,23.5,18.5,5.0,5.0,4.0,0.0,4.0
8,34,1,27.5,16.5,11.0,11.0,6.5,0.0,6.5
10,37,35,30.0,23.0,7.0,7.0,4.0,0.0,4.0
12,37,35,37.5,30.5,7.0,7.0,2.5,0.0,2.5
11,98,2,43.0,28.0,15.0,15.0,4.5,0.0,4.5
13,37,98,46.5,37.5,9.0,9.0,5.0,0.0,5.0
14,34,1,58.5,47.5,11.0,11.0,10.5,0.0,10.5
16,38,36,58.5,51.5,7.0,7.0,5.5,0.0,5.5
15,36,1,61.0,46.0,15.0,13.0,4.5,2.0,6.5
18,37,97,67.5,62.5,5.0,5.0,7.5,0.0,7.5
17,34,1,68.5,57.5,11.0,11.0,7.0,0.0,7.0
19,36,1,73.5,60.5,13.0,13.0,1.0,0.0,1.0
20,35,2,86.0,73.0,13.0,13.0,9.0,0.0,9.0
22,37,35,88.0,81.0,7.0,7.0,8.0,0.0,8.0
21,36,2,88.5,72.5,16.0,14.0,4.0,2.0,6.0
24,38,34,94.5,89.5,5.0,5.0,7.5,0.0,7.5
23,98,1,98.0,83.5,14.5,14.0,6.0,0.5,6.5
26,38,34,99.0,94.0,5.0,5.0,3.0,0.0,3.0
25,37,98,105.0,96.0,9.0,9.0,9.5,0.0,9.5
27,35,1,109.5,97.5,12.0,12.0,2.0,0.0,2.0
28,97,1,112.0,102.0,10.0,10.0,2.0,0.0,2.0
30,37,35,122.5,115.5,7.0,7.0,6.5,0.0,6.5
29,35,2,126.0,111.0,15.0,13.0,6.5,2.0,8.5
31,36,1,131.0,118.0,13.0,13.0,4.5,0.0,4.5
32,38,36,131.0,124.0,7.0,7.0,6.0,0.0,6.0
