agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,34,1,18.5,7.5,11.0,11.0,6.5,0.0,6.5
8,38,35,21.5,15.5,6.0,6.0,5.5,0.0,5.5
7,35,1,26.0,12.0,14.0,12.0,6.5,2.0,8.5
10,37,35,34.5,27.5,7.0,7.0,8.5,0.0,8.5
11,38,36,34.5,27.5,7.0,7.0,4.0,0.0,4.0
9,97,1,35.0,25.0,10.0,10.0,10.5,0.0,10.5
12,37,35,44.0,37.0,7.0,7.0,9.0,0.0,9.0
13,38,35,48.5,40.5,8.0,6.0,8.0,2.0,10.0
14,37,98,56.0,47.0,9.0,9.0,5.5,0.0,5.5
15,34,2,61.0,49.0,12.0,12.0,3.0,0.0,3.0
16,37,34,61.5,55.5,6.0,6.0,5.0,0.0,5.0
17,97,1,74.5,64.5,10.0,10.0,9.5,0.0,9.5
19,37,35,75.5,68.5,7.0,7.0,4.5,0.0,4.5
18,35,1,78.5,65.0,13.5,12.0,5.5,1.5,7.0
20,38,36,82.0,75.0,7.0,7.0,6.5,0.0,6.5
22,38,35,87.5,81.5,6.0,6.0,4.0,0.0,4.0
21,37,36,89.5,80.5,9.0,8.0,7.5,1.0,8.5
24,37,98,100.0,91.0,9.0,9.0,4.5,0.0,4.5
23,34,2,103.5,91.5,12.0,12.0,9.5,0.0,9.5
25,38,36,104.0,97.0,7.0,7.0,6.0,0.0,6.0
26,34,1,113.0,102.0,11.0,11.0,6.5,0.0,6.5
28,35,1,119.0,107.0,12.0,12.0,2.5,0.0,2.5
27,98,2,119.5,104.5,15.0,15.0,4.5,0.0,4.5
29,34,1,128.5,117.5,11.0,11.0,8.5,0.0,8.5
30,38,98,129.0,121.0,8.0,8.0,7.5,0.0,7.5
31,37,97,132.0,127.0,5.0,5.0,9.0,0.0,9.0
