agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,98,2,19.5,4.5,15.0,15.0,3.5,0.0,3.5
7,35,2,24.5,11.5,13.0,13.0,6.5,0.0,6.5
9,38,36,26.5,19.5,7.0,7.0,6.5,0.0,6.5
8,98,2,33.0,14.5,18.5,15.0,5.5,3.5,9.0
11,37,34,35.5,29.5,6.0,6.0,8.5,0.0,8.5
10,35,2,40.0,26.5,13.5,13.0,9.5,0.5,10.0
12,38,36,40.5,33.5,7.0,7.0,8.5,0.0,8.5
13,37,34,47.5,41.5,6.0,6.0,8.5,0.0,8.5
14,35,2,52.5,39.5,13.0,13.0,2.5,0.0,2.5
15,38,36,53.5,46.5,7.0,7.0,5.5,0.0,5.5
16,37,34,60.0,54.0,6.0,6.0,9.0,0.0,9.0
17,35,2,64.5,51.5,13.0,13.0,2.5,0.0,2.5
20,37,34,72.0,66.0,6.0,6.0,5.0,0.0,5.0
19,97,1,73.5,63.5,10.0,10.0,6.5,0.0,6.5
18,98,1,76.0,60.5,15.5,14.0,7.5,1.5,9.0
21,38,35,78.5,72.5,6.0,6.0,7.5,0.0,7.5
23,97,1,85.0,75.0,10.0,10.0,2.0,0.0,2.0
22,37,35,85.5,78.5,7.0,7.0,9.5,0.0,9.5
24,38,98,92.0,84.0,8.0,8.0,7.0,0.0,7.0
25,37,36,94.5,86.5,8.0,8.0,5.5,0.0,5.5
27,37,97,98.5,93.5,5.0,5.0,4.5,0.0,4.5
