agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,98,14.5,6.5,8.0,8.0,5.5,0.0,5.5
8,38,34,20.5,15.5,5.0,5.0,6.5,0.0,6.5
7,37,35,22.0,14.5,7.5,7.0,9.5,0.5,10.0
9,37,36,31.5,23.5,8.0,8.0,6.5,0.0,6.5
10,38,97,31.5,25.5,6.0,6.0,4.5,0.0,4.5
11,98,1,42.5,28.5,14.0,14.0,3.5,0.0,3.5
14,37,34,47.5,41.5,6.0,6.0,4.5,0.0,4.5
12,34,2,49.0,37.0,12.0,12.0,8.0,0.0,8.0
13,98,1,51.5,35.5,16.0,14.0,2.5,2.0,4.5
16,38,34,57.5,52.5,5.0,5.0,7.5,0.0,7.5
15,35,1,62.5,50.5,12.0,12.0,9.5,0.0,9.5
17,36,2,66.5,52.5,14.0,14.0,3.5,0.0,3.5
20,38,34,70.5,65.5,5.0,5.0,4.5,0.0,4.5
18,36,2,75.0,61.0,14.0,14.0,8.0,0.0,8.0
19,98,2,78.5,63.5,15.0,15.0,6.5,0.0,6.5
21,37,35,80.5,73.5,7.0,7.0,8.5,0.0,8.5
22,38,36,82.5,75.5,7.0,7.0,6.5,0.0,6.5
24,37,34,91.0,85.0,6.0,6.0,8.0,0.0,8.0
23,98,1,91.5,77.5,14.0,14.0,4.5,0.0,4.5
25,38,97,92.5,86.5,6.0,6.0,5.5,0.0,5.5
27,34,1,106.0,95.0,11.0,11.0,2.0,0.0,2.0
26,35,2,108.5,95.5,13.0,13.0,6.5,0.0,6.5
28,97,2,112.5,101.5,11.0,11.0,4.5,0.0,4.5
29,37,35,114.5,107.5,7.0,7.0,6.5,0.0,6.5
31,38,35,122.0,116.0,6.0,6.0,7.0,0.0,7.0
30,97,1,122.5,112.5,10.0,10.0,7.5,0.0,7.5
