agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,98,16.5,7.5,9.0,9.0,6.5,0.0,6.5
7,97,2,23.5,12.5,11.0,11.0,7.5,0.0,7.5
8,34,1,27.5,16.5,11.0,11.0,7.5,0.0,7.5
10,34,1,32.5,21.5,11.0,11.0,4.5,0.0,4.5
9,36,1,35.5,20.5,15.0,13.0,7.5,2.0,9.5
11,35,1,42.5,30.5,12.0,12.0,9.5,0.0,9.5
12,97,1,46.5,36.5,10.0,10.0,11.5,0.0,11.5
13,98,1,51.5,37.5,14.0,14.0,8.5,0.0,8.5
14,35,1,56.5,44.5,12.0,12.0,11.5,0.0,11.5
15,36,1,59.5,46.5,13.0,13.0,9.5,0.0,9.5
16,97,1,66.5,56.5,10.0,10.0,15.5,0.0,15.5
18,37,98,71.5,62.5,9.0,9.0,13.5,0.0,13.5
17,35,1,73.0,58.5,14.5,12.0,13.5,2.5,16.0
19,34,1,80.5,69.5,11.0,11.0,16.5,0.0,16.5
21,38,97,82.5,76.5,6.0,6.0,15.5,0.0,15.5
20,97,1,83.5,73.5,10.0,10.0,16.5,0.0,16.5
22,36,2,88.5,74.5,14.0,14.0,9.5,0.0,9.5
23,37,34,90.0,84.0,6.0,6.0,15.0,0.0,15.0
24,38,98,98.5,90.5,8.0,8.0,13.5,0.0,13.5
25,35,2,102.5,86.5,16.0,13.0,5.5,3.0,8.5
28,37,35,105.0,98.0,7.0,7.0,5.0,0.0,5.0
