agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,97,12.5,7.5,5.0,5.0,6.5,0.0,6.5
9,37,97,22.5,17.5,5.0,5.0,4.5,0.0,4.5
7,98,1,23.0,8.5,14.5,14.0,3.5,0.5,4.0
8,35,2,28.5,15.5,13.0,13.0,6.5,0.0,6.5
10,38,34,28.5,23.5,5.0,5.0,6.5,0.0,6.5
13,37,35,41.0,34.0,7.0,7.0,5.0,0.0,5.0
14,38,98,42.0,34.0,8.0,8.0,1.0,0.0,1.0
11,36,2,45.5,29.5,16.0,14.0,8.5,2.0,10.5
12,98,1,47.5,32.0,15.5,14.0,7.0,1.5,8.5
16,34,1,55.0,44.0,11.0,11.0,3.0,0.0,3.0
15,97,2,56.5,45.5,11.0,11.0,8.5,0.0,8.5
17,36,2,63.0,49.0,14.0,14.0,4.0,0.0,4.0
19,37,34,66.5,60.5,6.0,6.0,7.5,0.0,7.5
18,34,2,70.5,58.5,12.0,12.0,9.5,0.0,9.5
21,37,34,74.5,68.5,6.0,6.0,7.5,0.0,7.5
23,38,36,78.5,71.5,7.0,7.0,2.5,0.0,2.5
20,98,1,79.0,65.0,14.0,14.0,8.0,0.0,8.0
25,37,97,85.5,80.5,5.0,5.0,3.5,0.0,3.5
22,35,1,86.0,74.0,12.0,12.0,9.0,0.0,9.0
26,37,35,93.5,86.5,7.0,7.0,5.5,0.0,5.5
24,98,1,96.5,79.5,17.0,14.0,6.5,3.0,9.5
