agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,97,12.5,7.5,5.0,5.0,6.5,0.0,6.5
7,38,97,17.5,11.5,6.0,6.0,6.5,0.0,6.5
8,35,1,26.5,14.5,12.0,12.0,5.5,0.0,5.5
11,37,98,31.5,22.5,9.0,9.0,1.5,0.0,1.5
9,36,2,33.5,18.0,15.5,14.0,5.0,1.5,6.5
10,34,2,36.5,24.5,12.0,12.0,7.5,0.0,7.5
12,36,2,47.5,33.5,14.0,14.0,8.5,0.0,8.5
14,34,2,50.0,38.0,12.0,12.0,5.0,0.0,5.0
13,97,2,53.0,40.5,12.5,11.0,11.5,1.5,13.0
15,36,2,58.5,44.5,14.0,14.0,7.5,0.0,7.5
16,98,2,62.5,47.5,15.0,15.0,6.5,0.0,6.5
18,37,98,69.0,60.0,9.0,9.0,11.0,0.0,11.0
17,36,1,72.0,57.5,14.5,13.0,12.5,1.5,14.0
19,34,1,76.0,65.0,11.0,11.0,12.0,0.0,12.0
21,37,97,77.5,72.5,5.0,5.0,11.5,0.0,11.5
20,35,2,82.5,69.5,13.0,13.0,12.5,0.0,12.5
22,38,98,85.0,77.0,8.0,8.0,12.0,0.0,12.0
25,34,2,96.5,84.5,12.0,12.0,3.5,0.0,3.5
23,36,2,99.0,83.0,16.0,14.0,10.0,2.0,12.0
24,35,2,101.5,88.0,13.5,13.0,11.0,0.5,11.5
26,98,1,105.5,91.5,14.0,14.0,6.5,0.0,6.5
