agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,34,13.5,7.5,6.0,6.0,6.5,0.0,6.5
8,37,97,21.5,16.5,5.0,5.0,7.5,0.0,7.5
7,97,1,22.5,12.5,10.0,10.0,7.5,0.0,7.5
9,98,1,31.5,17.5,14.0,14.0,4.5,0.0,4.5
12,38,34,33.0,28.0,5.0,5.0,3.0,0.0,3.0
10,35,1,34.0,21.5,12.5,12.0,4.5,0.5,5.0
11,37,98,38.5,29.5,9.0,9.0,8.5,0.0,8.5
13,97,1,46.5,36.5,10.0,10.0,7.5,0.0,7.5
14,35,1,55.5,43.5,12.0,12.0,10.5,0.0,10.5
15,97,2,56.0,45.0,11.0,11.0,8.0,0.0,8.0
16,36,1,58.0,44.5,13.5,13.0,3.5,0.5,4.0
17,38,98,58.5,50.5,8.0,8.0,5.5,0.0,5.5
18,36,1,70.5,57.5,13.0,13.0,8.5,0.0,8.5
19,37,97,71.5,66.5,5.0,5.0,13.5,0.0,13.5
21,38,97,74.5,66.5,8.0,6.0,5.5,2.0,7.5
20,35,2,80.0,67.0,13.0,13.0,10.0,0.0,10.0
22,38,34,81.5,76.5,5.0,5.0,7.5,0.0,7.5
24,97,1,89.5,79.5,10.0,10.0,2.5,0.0,2.5
23,36,1,92.0,76.5,15.5,13.0,3.5,2.5,6.0
25,35,2,99.5,86.5,13.0,13.0,5.5,0.0,5.5
26,36,2,104.5,90.5,14.0,14.0,5.5,0.0,5.5
