agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,98,14.5,6.5,8.0,8.0,5.5,0.0,5.5
8,37,34,22.5,16.5,6.0,6.0,7.5,0.0,7.5
7,97,2,23.5,12.5,11.0,11.0,7.5,0.0,7.5
9,36,1,31.5,18.5,13.0,13.0,5.5,0.0,5.5
10,98,1,34.0,19.5,14.5,14.0,2.5,0.5,3.0
12,97,2,39.5,28.5,11.0,11.0,3.5,0.0,3.5
13,38,36,40.5,33.5,7.0,7.0,4.5,0.0,4.5
11,36,1,44.5,29.5,15.0,13.0,8.5,2.0,10.5
15,38,34,49.0,44.0,5.0,5.0,7.0,0.0,7.0
16,36,1,54.5,41.5,13.0,13.0,0.5,0.0,0.5
14,35,1,57.5,43.5,14.0,12.0,10.5,2.0,12.5
18,38,35,61.5,55.5,6.0,6.0,6.5,0.0,6.5
17,36,1,68.5,55.5,13.0,13.0,10.5,0.0,10.5
20,37,34,71.5,65.5,6.0,6.0,8.5,0.0,8.5
19,98,1,75.0,59.0,16.0,14.0,6.0,2.0,8.0
21,38,34,76.0,67.5,8.5,5.0,6.5,3.5,10.0
22,36,1,81.5,68.5,13.0,13.0,3.5,0.0,3.5
23,38,98,86.5,78.5,8.0,8.0,9.5,0.0,9.5
24,35,2,88.5,75.5,13.0,13.0,2.5,0.0,2.5
25,37,98,92.0,83.0,9.0,9.0,6.0,0.0,6.0
27,38,35,99.0,93.0,6.0,6.0,8.0,0.0,8.0
