agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,34,2,19.5,7.5,12.0,12.0,6.5,0.0,6.5
7,98,2,24.5,9.5,15.0,15.0,4.5,0.0,4.5
9,38,34,24.5,19.5,5.0,5.0,6.5,0.0,6.5
8,34,1,28.5,17.5,11.0,11.0,8.5,0.0,8.5
12,34,2,37.5,25.5,12.0,12.0,0.5,0.0,0.5
10,35,1,38.5,26.5,12.0,12.0,9.5,0.0,9.5
11,97,2,43.5,32.5,11.0,11.0,11.5,0.0,11.5
14,37,98,49.5,40.5,9.0,9.0,7.5,0.0,7.5
13,35,1,50.0,37.5,12.5,12.0,8.5,0.5,9.0
15,38,34,51.5,46.5,5.0,5.0,9.5,0.0,9.5
17,37,36,61.5,53.5,8.0,8.0,8.5,0.0,8.5
16,97,1,63.0,53.0,10.0,10.0,12.0,0.0,12.0
19,38,98,65.0,57.0,8.0,8.0,4.0,0.0,4.0
18,35,1,67.5,53.5,14.0,12.0,4.5,2.0,6.5
20,34,2,77.0,65.0,12.0,12.0,8.0,0.0,8.0
21,97,2,79.5,66.5,13.0,11.0,5.5,2.0,7.5
22,36,2,88.0,74.0,14.0,14.0,9.0,0.0,9.0
23,34,2,90.5,76.5,14.0,12.0,7.5,2.0,9.5
25,38,34,91.0,86.0,5.0,5.0,9.0,0.0,9.0
24,98,1,93.5,79.5,14.0,14.0,6.5,0.0,6.5
26,36,2,103.5,89.5,14.0,14.0,8.5,0.0,8.5
