agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,36,13.5,6.5,7.0,7.0,5.5,0.0,5.5
7,35,1,22.5,10.5,12.0,12.0,5.5,0.0,5.5
9,38,36,26.5,19.5,7.0,7.0,6.5,0.0,6.5
10,37,97,26.5,21.5,5.0,5.0,4.5,0.0,4.5
8,34,2,29.0,16.5,12.5,12.0,7.5,0.5,8.0
12,37,35,40.5,33.5,7.0,7.0,8.5,0.0,8.5
11,35,1,43.0,30.5,12.5,12.0,9.5,0.5,10.0
13,98,2,47.5,32.5,15.0,15.0,3.5,0.0,3.5
14,34,2,50.5,37.0,13.5,12.0,4.0,1.5,5.5
16,35,2,54.5,41.5,13.0,13.0,0.5,0.0,0.5
15,36,2,57.0,42.5,14.5,14.0,5.5,0.5,6.0
18,38,34,61.5,56.5,5.0,5.0,7.5,0.0,7.5
17,37,98,63.0,54.0,9.0,9.0,9.0,0.0,9.0
20,37,97,72.5,67.5,5.0,5.0,6.5,0.0,6.5
19,35,1,77.5,65.5,12.0,12.0,8.5,0.0,8.5
22,38,97,79.5,73.5,6.0,6.0,4.5,0.0,4.5
21,98,2,82.0,67.0,15.0,15.0,2.0,0.0,2.0
23,36,2,91.5,77.5,14.0,14.0,4.5,0.0,4.5
25,34,1,94.5,83.5,11.0,11.0,2.5,0.0,2.5
24,35,1,97.5,83.5,14.0,12.0,6.5,2.0,8.5
26,98,1,101.5,87.5,14.0,14.0,2.5,0.0,2.5
