agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
4,34,1,18.5,7.5,11.0,11.0,6.5,0.0,6.5
6,38,35,20.5,14.5,6.0,6.0,5.5,0.0,5.5
5,98,1,25.5,9.5,16.0,14.0,4.5,2.0,6.5
8,38,36,33.5,26.5,7.0,7.0,9.5,0.0,9.5
7,36,1,42.5,29.5,13.0,13.0,16.5,0.0,16.5
9,37,36,44.5,36.5,8.0,8.0,15.5,0.0,15.5
10,35,2,49.5,36.5,13.0,13.0,11.5,0.0,11.5
11,38,97,58.5,52.5,6.0,6.0,23.5,0.0,23.5
12,98,1,61.5,47.5,14.0,14.0,10.5,0.0,10.5
13,37,35,66.5,59.5,7.0,7.0,18.5,0.0,18.5
14,34,1,72.5,61.5,11.0,11.0,16.5,0.0,16.5
15,38,36,78.5,71.5,7.0,7.0,18.5,0.0,18.5
16,98,2,85.5,70.5,15.0,15.0,13.5,0.0,13.5
18,37,34,92.5,86.5,6.0,6.0,21.5,0.0,21.5
17,97,1,96.5,86.5,10.0,10.0,25.5,0.0,25.5
19,38,36,101.5,94.5,7.0,7.0,21.5,0.0,21.5
20,98,1,111.5,97.5,14.0,14.0,16.5,0.0,16.5
22,37,34,115.5,109.5,6.0,6.0,20.5,0.0,20.5
21,35,1,120.5,108.5,12.0,12.0,23.5,0.0,23.5
24,98,1,134.5,120.5,14.0,14.0,19.5,0.0,19.5
23,97,2,136.5,125.5,11.0,11.0,32.5,0.0,32.5
25,38,35,136.5,130.5,6.0,6.0,25.5,0.0,25.5
