agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
4,36,1,18.5,5.5,13.0,13.0,4.5,0.0,4.5
6,38,34,19.5,14.5,5.0,5.0,5.5,0.0,5.5
5,35,1,23.5,11.5,12.0,12.0,6.5,0.0,6.5
8,38,35,30.5,24.5,6.0,6.0,7.5,0.0,7.5
7,37,97,35.0,30.0,5.0,5.0,17.0,0.0,17.0
9,38,35,39.5,33.5,6.0,6.0,8.5,0.0,8.5
10,37,36,46.5,38.5,8.0,8.0,5.5,0.0,5.5
11,38,98,49.0,41.0,8.0,8.0,4.0,0.0,4.0
12,34,1,54.5,43.5,11.0,11.0,2.5,0.0,2.5
13,97,1,61.5,51.5,10.0,10.0,6.5,0.0,6.5
14,35,2,66.0,53.0,13.0,13.0,4.0,0.0,4.0
15,98,1,78.5,64.5,14.0,14.0,11.5,0.0,11.5
17,38,34,80.0,75.0,5.0,5.0,14.0,0.0,14.0
16,35,1,85.5,73.5,12.0,12.0,16.5,0.0,16.5
18,37,36,97.5,89.5,8.0,8.0,24.5,0.0,24.5
19,98,1,99.0,85.0,14.0,14.0,16.0,0.0,16.0
20,97,1,109.5,99.5,10.0,10.0,26.5,0.0,26.5
21,35,1,112.5,100.5,12.0,12.0,23.5,0.0,23.5
22,34,2,124.0,112.0,12.0,12.0,31.0,0.0,31.0
24,38,36,129.5,122.5,7.0,7.0,29.5,0.0,29.5
23,98,1,135.5,119.5,16.0,14.0,30.5,2.0,32.5
