agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
5,37,34,17.0,11.0,6.0,6.0,6.5,0.0,6.5
4,35,2,21.5,6.5,15.0,13.0,5.5,2.0,7.5
6,38,98,22.5,14.5,8.0,8.0,6.5,0.0,6.5
7,37,97,28.0,23.0,5.0,5.0,11.5,0.0,11.5
8,38,98,38.5,30.5,8.0,8.0,15.5,0.0,15.5
9,34,2,40.0,27.5,12.5,12.0,5.5,0.5,6.0
10,37,36,41.0,33.0,8.0,8.0,7.5,0.0,7.5
11,38,98,54.5,46.5,8.0,8.0,14.0,0.0,14.0
13,97,1,56.0,46.0,10.0,10.0,6.5,0.0,6.5
12,37,34,58.0,52.0,6.0,6.0,16.0,0.0,16.0
14,38,97,68.5,62.5,6.0,6.0,12.5,0.0,12.5
15,37,97,72.0,67.0,5.0,5.0,13.5,0.0,13.5
16,98,1,80.0,66.0,14.0,14.0,5.5,0.0,5.5
17,38,35,80.5,74.5,6.0,6.0,10.5,0.0,10.5
18,37,98,86.0,77.0,9.0,9.0,9.5,0.0,9.5
20,36,2,97.5,83.5,14.0,14.0,5.5,0.0,5.5
21,38,34,99.0,94.0,5.0,5.0,12.5,0.0,12.5
19,97,1,104.0,94.0,10.0,10.0,19.5,0.0,19.5
22,37,35,114.5,107.5,7.0,7.0,22.5,0.0,22.5
23,98,1,119.5,104.0,15.5,14.0,12.0,1.5,13.5
25,38,97,126.5,120.5,6.0,6.0,21.5,0.0,21.5
24,97,2,129.0,118.0,11.0,11.0,22.5,0.0,22.5
27,34,2,141.5,129.5,12.0,12.0,20.0,0.0,20.0
28,37,97,144.0,139.0,5.0,5.0,26.0,0.0,26.0
26,98,2,144.5,129.5,15.0,15.0,23.5,0.0,23.5
