agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,34,13.5,7.5,6.0,6.0,6.5,0.0,6.5
7,38,98,20.5,12.5,8.0,8.0,6.5,0.0,6.5
8,37,34,26.5,20.5,6.0,6.0,9.5,0.0,9.5
9,35,1,31.5,19.5,12.0,12.0,3.5,0.0,3.5
10,37,98,38.5,29.5,9.0,9.0,8.5,0.0,8.5
11,36,2,44.5,30.5,14.0,14.0,4.5,0.0,4.5
12,97,1,46.5,36.5,10.0,10.0,5.5,0.0,5.5
13,38,34,47.5,42.5,5.0,5.0,6.5,0.0,6.5
14,37,34,53.5,47.5,6.0,6.0,6.5,0.0,6.5
16,38,36,61.5,54.5,7.0,7.0,3.5,0.0,3.5
15,36,1,65.5,52.5,13.0,13.0,6.5,0.0,6.5
17,34,2,70.5,58.5,12.0,12.0,2.5,0.0,2.5
19,37,34,76.5,70.5,6.0,6.0,4.5,0.0,4.5
18,97,1,78.5,68.5,10.0,10.0,7.5,0.0,7.5
21,38,34,86.5,81.5,5.0,5.0,5.5,0.0,5.5
20,35,1,90.0,77.5,12.5,12.0,6.5,0.5,7.0
22,97,2,96.0,85.0,11.0,11.0,4.0,0.0,4.0
23,97,1,102.5,92.5,10.0,10.0,6.5,0.0,6.5
24,35,1,107.5,95.5,12.0,12.0,4.5,0.0,4.5
25,38,36,109.0,102.0,7.0,7.0,6.0,0.0,6.0
26,37,97,115.0,110.0,5.0,5.0,9.0,0.0,9.0
27,38,34,117.5,112.5,5.0,5.0,6.5,0.0,6.5
28,37,34,123.0,117.0,6.0,6.0,6.0,0.0,6.0
29,36,2,134.0,120.0,14.0,14.0,4.0,0.0,4.0
30,35,2,136.5,123.5,13.0,13.0,2.5,0.0,2.5
31,35,1,142.0,130.0,12.0,12.0,4.0,0.0,4.0
