agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,34,1,18.5,7.5,11.0,11.0,6.5,0.0,6.5
7,36,2,25.5,11.5,14.0,14.0,5.5,0.0,5.5
9,37,34,29.5,23.5,6.0,6.0,7.5,0.0,7.5
8,34,1,33.5,19.5,14.0,11.0,8.5,3.0,11.5
10,38,34,33.5,28.5,5.0,5.0,7.5,0.0,7.5
11,35,2,45.0,32.0,13.0,13.0,6.0,0.0,6.0
12,98,2,49.5,34.5,15.0,15.0,3.5,0.0,3.5
13,98,1,54.5,40.5,14.0,14.0,4.5,0.0,4.5
14,97,1,57.5,46.0,11.5,10.0,5.0,1.5,6.5
15,37,34,58.5,52.5,6.0,6.0,6.5,0.0,6.5
16,38,35,62.0,56.0,6.0,6.0,5.0,0.0,5.0
17,37,97,68.5,63.5,5.0,5.0,7.5,0.0,7.5
18,38,36,70.5,63.5,7.0,7.0,2.5,0.0,2.5
19,38,35,78.0,72.0,6.0,6.0,6.0,0.0,6.0
20,37,36,81.5,73.5,8.0,8.0,2.5,0.0,2.5
21,34,2,96.0,84.0,12.0,12.0,8.0,0.0,8.0
22,98,2,99.0,84.0,15.0,15.0,3.0,0.0,3.0
23,36,2,104.5,90.5,14.0,14.0,4.5,0.0,4.5
24,98,1,109.5,95.5,14.0,14.0,4.5,0.0,4.5
25,37,34,111.0,105.0,6.0,6.0,9.0,0.0,9.0
26,97,1,121.0,111.0,10.0,10.0,10.0,0.0,10.0
27,35,2,123.0,110.0,13.0,13.0,4.0,0.0,4.0
29,37,98,128.0,119.0,9.0,9.0,3.0,0.0,3.0
28,34,2,132.5,120.5,12.0,12.0,9.5,0.0,9.5
30,36,2,140.5,126.5,14.0,14.0,5.5,0.0,5.5
32,38,97,142.0,136.0,6.0,6.0,5.0,0.0,5.0
