agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,36,1,18.5,5.5,13.0,13.0,4.5,0.0,4.5
7,35,2,24.5,11.5,13.0,13.0,6.5,0.0,6.5
8,34,2,29.5,17.5,12.0,12.0,8.5,0.0,8.5
10,37,97,30.5,25.5,5.0,5.0,8.5,0.0,8.5
9,36,2,34.5,20.5,14.0,14.0,7.5,0.0,7.5
11,38,98,36.5,28.5,8.0,8.0,7.5,0.0,7.5
12,36,1,47.5,34.5,13.0,13.0,9.5,0.0,9.5
14,34,2,49.0,36.5,12.5,12.0,3.5,0.5,4.0
13,35,1,52.5,40.5,12.0,12.0,11.5,0.0,11.5
15,34,2,54.0,42.0,12.0,12.0,5.0,0.0,5.0
16,36,2,62.5,48.5,14.0,14.0,7.5,0.0,7.5
19,37,34,69.5,63.5,6.0,6.0,10.5,0.0,10.5
20,38,36,70.0,63.0,7.0,7.0,6.0,0.0,6.0
17,97,2,72.5,61.5,11.0,11.0,16.5,0.0,16.5
18,36,2,76.5,59.0,17.5,14.0,10.0,3.5,13.5
21,35,2,86.5,73.5,13.0,13.0,12.5,0.0,12.5
23,97,1,87.0,77.0,10.0,10.0,8.0,0.0,8.0
24,37,34,88.5,82.5,6.0,6.0,9.5,0.0,9.5
22,98,1,90.0,74.5,15.5,14.0,9.5,1.5,11.0
25,36,2,100.5,86.5,14.0,14.0,9.5,0.0,9.5
28,97,2,103.0,91.5,11.5,11.0,2.5,0.5,3.0
