agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,98,14.5,6.5,8.0,8.0,5.5,0.0,5.5
7,35,1,22.5,10.5,12.0,12.0,5.5,0.0,5.5
8,38,98,23.5,15.5,8.0,8.0,6.5,0.0,6.5
9,37,34,27.0,21.0,6.0,6.0,8.0,0.0,8.0
10,38,35,28.5,22.5,6.0,6.0,5.5,0.0,5.5
12,38,35,37.5,31.5,6.0,6.0,6.5,0.0,6.5
13,37,36,41.0,33.0,8.0,8.0,4.0,0.0,4.0
14,38,35,41.5,35.5,6.0,6.0,2.5,0.0,2.5
11,97,2,43.5,32.5,11.0,11.0,11.5,0.0,11.5
15,37,35,52.5,45.5,7.0,7.0,8.5,0.0,8.5
17,38,98,55.5,47.5,8.0,8.0,2.5,0.0,2.5
16,98,2,61.0,43.0,18.0,15.0,2.0,3.0,5.0
18,37,35,64.0,57.0,7.0,7.0,8.0,0.0,8.0
19,34,1,66.5,55.5,11.0,11.0,2.5,0.0,2.5
20,36,2,73.5,59.5,14.0,14.0,2.5,0.0,2.5
22,35,2,79.0,66.0,13.0,13.0,1.0,0.0,1.0
21,34,2,83.5,71.5,12.0,12.0,10.5,0.0,10.5
24,38,97,83.5,77.5,6.0,6.0,4.5,0.0,4.5
23,36,1,89.5,76.5,13.0,13.0,7.5,0.0,7.5
25,37,34,90.5,84.5,6.0,6.0,7.5,0.0,7.5
26,36,1,102.0,89.0,13.0,13.0,8.0,0.0,8.0
