agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,97,12.5,6.5,6.0,6.0,5.5,0.0,5.5
8,38,97,21.5,15.5,6.0,6.0,6.5,0.0,6.5
7,35,2,24.0,10.5,13.5,13.0,5.5,0.5,6.0
9,37,35,24.5,17.5,7.0,7.0,4.5,0.0,4.5
10,38,98,31.5,23.5,8.0,8.0,6.5,0.0,6.5
12,37,36,34.5,26.5,8.0,8.0,1.5,0.0,1.5
13,37,97,38.5,33.5,5.0,5.0,4.5,0.0,4.5
11,34,2,43.5,31.5,12.0,12.0,10.5,0.0,10.5
14,38,97,45.5,39.5,6.0,6.0,6.5,0.0,6.5
15,37,34,50.0,44.0,6.0,6.0,7.0,0.0,7.0
16,38,97,50.5,44.5,6.0,6.0,3.5,0.0,3.5
18,38,97,57.5,51.5,6.0,6.0,2.5,0.0,2.5
17,35,1,62.5,50.5,12.0,12.0,5.5,0.0,5.5
20,38,98,67.5,59.5,8.0,8.0,2.5,0.0,2.5
19,35,1,69.0,57.0,12.0,12.0,4.0,0.0,4.0
21,37,34,69.5,63.5,6.0,6.0,2.5,0.0,2.5
22,38,98,80.5,72.5,8.0,8.0,7.5,0.0,7.5
23,37,34,81.0,75.0,6.0,6.0,6.0,0.0,6.0
24,97,2,88.5,77.5,11.0,11.0,4.5,0.0,4.5
25,38,35,88.5,82.5,6.0,6.0,5.5,0.0,5.5
26,97,1,96.5,86.5,10.0,10.0,5.5,0.0,5.5
