agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,34,11.5,6.5,5.0,5.0,5.5,0.0,5.5
7,37,97,17.5,12.5,5.0,5.0,7.5,0.0,7.5
9,38,36,23.5,16.5,7.0,7.0,3.5,0.0,3.5
8,36,2,29.0,13.5,15.5,14.0,4.5,1.5,6.0
11,37,98,33.0,24.0,9.0,9.0,3.0,0.0,3.0
10,34,1,35.5,24.5,11.0,11.0,7.5,0.0,7.5
12,97,1,39.5,29.5,10.0,10.0,4.5,0.0,4.5
13,38,97,42.5,36.5,6.0,6.0,7.5,0.0,7.5
15,38,35,47.0,41.0,6.0,6.0,4.0,0.0,4.0
14,34,1,52.0,41.0,11.0,11.0,8.0,0.0,8.0
17,97,1,57.5,47.5,10.0,10.0,2.5,0.0,2.5
16,98,1,61.5,47.5,14.0,14.0,6.5,0.0,6.5
18,34,1,64.5,52.0,12.5,11.0,3.0,1.5,4.5
20,38,34,67.0,62.0,5.0,5.0,5.0,0.0,5.0
19,97,2,73.5,62.5,11.0,11.0,9.5,0.0,9.5
21,37,36,76.5,68.5,8.0,8.0,7.5,0.0,7.5
23,34,2,83.0,71.0,12.0,12.0,2.0,0.0,2.0
22,97,2,86.5,75.5,11.0,11.0,10.5,0.0,10.5
25,34,2,92.5,80.5,12.0,12.0,3.5,0.0,3.5
24,98,2,95.0,79.5,15.5,15.0,6.5,0.5,7.0
26,37,98,96.5,87.5,9.0,9.0,6.5,0.0,6.5
