agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,36,13.5,6.5,7.0,7.0,5.5,0.0,5.5
7,97,2,23.5,12.5,11.0,11.0,7.5,0.0,7.5
10,37,97,26.5,21.5,5.0,5.0,4.5,0.0,4.5
8,35,1,27.5,15.5,12.0,12.0,6.5,0.0,6.5
9,34,1,33.5,22.5,11.0,11.0,9.5,0.0,9.5
11,98,1,42.5,28.5,14.0,14.0,7.5,0.0,7.5
13,34,2,44.5,32.5,12.0,12.0,3.5,0.0,3.5
12,35,1,46.5,34.5,12.0,12.0,9.5,0.0,9.5
15,37,35,51.5,44.5,7.0,7.0,7.5,0.0,7.5
14,36,2,57.0,40.5,16.5,14.0,7.5,2.5,10.0
17,37,35,63.5,54.5,9.0,7.0,9.5,2.0,11.5
18,38,36,63.5,56.5,7.0,7.0,7.5,0.0,7.5
19,38,34,65.0,60.0,5.0,5.0,3.0,0.0,3.0
16,98,1,68.5,52.5,16.0,14.0,11.5,2.0,13.5
22,37,36,79.0,71.0,8.0,8.0,2.0,0.0,2.0
21,36,2,83.5,66.5,17.0,14.0,1.5,3.0,4.5
23,38,35,84.5,78.5,6.0,6.0,5.5,0.0,5.5
20,98,2,86.0,68.0,18.0,15.0,7.0,3.0,10.0
25,98,1,98.0,84.0,14.0,14.0,3.0,0.0,3.0
27,38,97,99.5,93.5,6.0,6.0,4.5,0.0,4.5
24,34,1,100.5,87.5,13.0,11.0,10.5,2.0,12.5
