agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,35,12.5,6.5,6.0,6.0,5.5,0.0,5.5
7,98,1,22.5,8.5,14.0,14.0,3.5,0.0,3.5
9,38,97,24.5,18.5,6.0,6.0,5.5,0.0,5.5
8,37,98,25.5,16.5,9.0,9.0,7.5,0.0,7.5
10,36,1,35.5,22.5,13.0,13.0,5.5,0.0,5.5
12,38,36,37.5,30.5,7.0,7.0,5.5,0.0,5.5
11,37,98,39.5,29.5,10.0,9.0,8.5,1.0,9.5
13,37,97,45.5,40.5,5.0,5.0,7.5,0.0,7.5
14,35,2,55.5,42.5,13.0,13.0,5.5,0.0,5.5
15,36,1,56.5,43.5,13.0,13.0,2.5,0.0,2.5
16,37,97,56.5,51.5,5.0,5.0,6.5,0.0,6.5
17,35,1,66.0,54.0,12.0,12.0,5.0,0.0,5.0
18,37,34,66.5,60.5,6.0,6.0,7.5,0.0,7.5
19,35,1,72.5,60.5,12.0,12.0,3.5,0.0,3.5
20,36,2,79.5,65.5,14.0,14.0,4.5,0.0,4.5
21,35,2,87.5,74.5,13.0,13.0,9.5,0.0,9.5
24,38,97,89.5,83.5,6.0,6.0,6.5,0.0,6.5
22,98,2,90.0,74.5,15.5,15.0,5.5,0.5,6.0
23,36,1,93.5,80.5,13.0,13.0,7.5,0.0,7.5
25,37,97,94.5,89.5,5.0,5.0,8.5,0.0,8.5
26,38,35,102.5,96.5,6.0,6.0,11.5,0.0,11.5
27,37,34,102.5,96.5,6.0,6.0,3.5,0.0,3.5
