agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,34,2,19.5,7.5,12.0,12.0,6.5,0.0,6.5
7,36,1,23.5,10.5,13.0,13.0,5.5,0.0,5.5
9,38,34,24.5,19.5,5.0,5.0,6.5,0.0,6.5
8,34,2,29.5,17.5,12.0,12.0,8.5,0.0,8.5
10,37,34,31.5,25.5,6.0,6.0,8.5,0.0,8.5
12,97,1,37.5,27.5,10.0,10.0,2.5,0.0,2.5
11,38,34,38.0,28.5,9.5,5.0,7.5,4.5,12.0
13,37,35,43.5,36.5,7.0,7.0,7.5,0.0,7.5
14,38,97,44.5,38.5,6.0,6.0,5.5,0.0,5.5
16,34,1,55.0,44.0,11.0,11.0,3.0,0.0,3.0
15,98,2,57.5,42.5,15.0,15.0,5.5,0.0,5.5
17,36,1,60.5,47.5,13.0,13.0,2.5,0.0,2.5
18,34,2,64.5,52.5,12.0,12.0,3.5,0.0,3.5
19,34,1,73.5,62.5,11.0,11.0,9.5,0.0,9.5
20,35,2,80.0,67.0,13.0,13.0,10.0,0.0,10.0
21,36,1,81.5,68.5,13.0,13.0,7.5,0.0,7.5
22,98,1,85.5,71.5,14.0,14.0,6.5,0.0,6.5
23,97,1,91.0,81.0,10.0,10.0,12.0,0.0,12.0
24,38,98,91.5,83.5,8.0,8.0,10.5,0.0,10.5
26,37,98,102.0,93.0,9.0,9.0,12.0,0.0,12.0
25,36,2,107.5,90.0,17.5,14.0,13.0,3.5,16.5
