agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,38,34,11.5,6.5,5.0,5.0,5.5,0.0,5.5
7,37,98,21.5,12.5,9.0,9.0,7.5,0.0,7.5
9,38,34,21.5,16.5,5.0,5.0,3.5,0.0,3.5
8,35,1,26.5,14.5,12.0,12.0,5.5,0.0,5.5
10,35,2,37.0,24.0,13.0,13.0,7.0,0.0,7.0
12,34,1,39.5,28.5,11.0,11.0,3.5,0.0,3.5
11,36,1,42.5,29.5,13.0,13.0,8.5,0.0,8.5
13,35,1,49.5,37.5,12.0,12.0,8.5,0.0,8.5
14,97,2,51.5,40.5,11.0,11.0,7.5,0.0,7.5
16,37,36,58.5,50.5,8.0,8.0,9.5,0.0,9.5
15,34,1,60.0,49.0,11.0,11.0,12.0,0.0,12.0
18,38,34,64.5,59.5,5.0,5.0,10.5,0.0,10.5
17,98,1,66.5,52.5,14.0,14.0,7.5,0.0,7.5
20,37,97,71.5,66.5,5.0,5.0,9.5,0.0,9.5
19,35,2,75.5,62.5,13.0,13.0,9.5,0.0,9.5
21,38,35,76.0,70.0,6.0,6.0,9.0,0.0,9.0
22,36,1,81.5,68.5,13.0,13.0,3.5,0.0,3.5
24,97,2,85.5,74.5,11.0,11.0,1.5,0.0,1.5
23,37,98,87.0,77.5,9.5,9.0,8.5,0.5,9.0
25,36,2,93.0,79.0,14.0,14.0,2.0,0.0,2.0
26,38,36,94.5,87.5,7.0,7.0,6.5,0.0,6.5
