agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,34,2,19.5,7.5,12.0,12.0,6.5,0.0,6.5
7,37,98,21.0,11.5,9.5,9.0,6.5,0.5,7.0
8,34,1,27.5,16.5,11.0,11.0,7.5,0.0,7.5
10,38,97,30.5,24.5,6.0,6.0,7.5,0.0,7.5
9,97,1,33.5,23.5,10.0,10.0,10.5,0.0,10.5
12,37,34,38.0,32.0,6.0,6.0,7.0,0.0,7.0
11,98,2,43.5,28.5,15.0,15.0,7.5,0.0,7.5
13,38,98,45.5,37.5,8.0,8.0,8.5,0.0,8.5
14,36,2,52.5,38.5,14.0,14.0,5.5,0.0,5.5
15,97,2,58.5,47.5,11.0,11.0,10.5,0.0,10.5
16,36,1,59.0,46.0,13.0,13.0,5.0,0.0,5.0
18,38,97,60.5,54.5,6.0,6.0,5.5,0.0,5.5
17,37,98,63.5,53.5,10.0,9.0,8.5,1.0,9.5
20,35,1,76.5,64.5,12.0,12.0,3.5,0.0,3.5
19,34,1,79.0,68.0,11.0,11.0,11.0,0.0,11.0
22,38,36,81.5,74.5,7.0,7.0,5.5,0.0,5.5
21,97,1,82.0,70.5,11.5,10.0,5.5,1.5,7.0
23,37,35,87.5,80.5,7.0,7.0,7.5,0.0,7.5
25,38,34,94.0,89.0,5.0,5.0,8.0,0.0,8.0
26,37,36,98.5,90.5,8.0,8.0,5.5,0.0,5.5
24,97,1,100.5,90.5,10.0,10.0,13.5,0.0,13.5
