agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,97,1,18.5,8.5,10.0,10.0,7.5,0.0,7.5
7,34,2,23.5,11.5,12.0,12.0,7.5,0.0,7.5
8,35,1,26.5,14.5,12.0,12.0,7.5,0.0,7.5
9,97,2,31.5,20.5,11.0,11.0,10.5,0.0,10.5
10,36,2,35.5,21.5,14.0,14.0,8.5,0.0,8.5
12,38,98,43.0,32.5,10.5,8.0,13.5,2.5,16.0
11,35,2,43.5,30.5,13.0,13.0,14.5,0.0,14.5
13,37,35,45.0,38.0,7.0,7.0,16.0,0.0,16.0
14,34,1,54.5,43.5,11.0,11.0,18.5,0.0,18.5
16,38,97,58.0,51.0,7.0,6.0,17.0,1.0,18.0
15,97,1,58.5,48.5,10.0,10.0,20.5,0.0,20.5
18,37,98,61.0,52.0,9.0,9.0,12.0,0.0,12.0
17,36,2,67.5,53.5,14.0,14.0,16.5,0.0,16.5
21,38,34,73.5,68.5,5.0,5.0,10.5,0.0,10.5
20,36,2,77.0,63.0,14.0,14.0,8.0,0.0,8.0
22,97,1,77.0,67.0,10.0,10.0,6.0,0.0,6.0
19,35,1,80.0,66.5,13.5,12.0,14.5,1.5,16.0
24,37,36,87.5,79.5,8.0,8.0,12.5,0.0,12.5
23,36,2,92.0,77.5,14.5,14.0,13.5,0.5,14.0
26,38,36,94.0,87.0,7.0,7.0,14.0,0.0,14.0
25,97,1,100.0,90.0,10.0,10.0,20.0,0.0,20.0
28,35,2,103.5,90.5,13.0,13.0,11.5,0.0,11.5
27,98,1,104.0,90.0,14.0,14.0,14.0,0.0,14.0
30,35,1,109.0,97.0,12.0,12.0,6.0,0.0,6.0
29,34,2,116.0,104.0,12.0,12.0,22.0,0.0,22.0
31,37,97,116.0,111.0,5.0,5.0,17.0,0.0,17.0
