agent_id,start,goal,arrival_time,departure_time,taxi_time,optimal taxi_time,waiting_time,taxi_delay,total_delay
6,37,36,15.5,7.5,8.0,8.0,6.5,0.0,6.5
7,38,34,16.0,11.0,5.0,5.0,7.0,0.0,7.0
8,35,2,28.5,15.5,13.0,13.0,5.5,0.0,5.5
10,37,34,29.5,23.5,6.0,6.0,7.5,0.0,7.5
9,98,1,33.5,17.5,16.0,14.0,4.5,2.0,6.5
11,36,1,37.0,24.0,13.0,13.0,5.0,0.0,5.0
14,97,2,43.5,32.5,11.0,11.0,4.5,0.0,4.5
13,37,35,46.0,39.0,7.0,7.0,14.0,0.0,14.0
12,35,2,46.5,31.5,15.0,13.0,9.5,2.0,11.5
16,38,97,53.0,47.0,6.0,6.0,13.0,0.0,13.0
15,98,2,58.5,43.5,15.0,15.0,12.5,0.0,12.5
18,37,36,61.0,53.0,8.0,8.0,13.0,0.0,13.0
19,38,36,64.0,55.5,8.5,7.0,6.5,1.5,8.0
17,34,1,66.5,55.5,11.0,11.0,18.5,0.0,18.5
22,38,34,73.0,68.0,5.0,5.0,10.0,0.0,10.0
21,37,97,73.5,68.5,5.0,5.0,13.5,0.0,13.5
20,98,2,74.0,59.0,15.0,15.0,7.0,0.0,7.0
23,35,1,79.0,67.0,12.0,12.0,6.0,0.0,6.0
25,37,97,84.0,79.0,5.0,5.0,6.0,0.0,6.0
26,38,34,84.5,79.5,5.0,5.0,3.5,0.0,3.5
24,35,1,90.5,78.5,12.0,12.0,8.5,0.0,8.5
28,37,98,98.0,89.0,9.0,9.0,4.0,0.0,4.0
29,34,1,102.5,91.5,11.0,11.0,3.5,0.0,3.5
27,36,1,105.0,89.5,15.5,13.0,7.5,2.5,10.0
31,38,34,105.5,100.5,5.0,5.0,6.5,0.0,6.5
30,37,35,107.0,99.5,7.5,7.0,8.5,0.5,9.0
